,conversion
6782659,0
11567177,0
3424812,0
2131716,0
3944500,0
11458054,0
7869275,0
256213,0
5537932,0
9492004,0
6680681,0
6779367,0
9884339,0
12479167,0
13928587,0
6601186,0
7975853,0
105774,0
249236,0
8956278,0
3056021,0
9410320,0
9480768,0
2251930,0
4077359,0
10599292,0
7119226,0
2871764,0
12161550,0
12148153,0
10548659,0
1677832,0
12408341,0
12671378,0
13236657,0
12134038,0
2590245,0
626676,0
3998627,0
70348,0
12832734,0
3394858,0
5921840,0
13804099,0
9108114,0
2523084,0
3300550,0
10824710,0
6949569,0
9605455,0
8404827,0
12939103,0
11957752,0
6670941,0
4009789,0
7083373,0
8866204,0
3722015,0
13829831,0
9265855,0
5732850,0
13575818,0
10841785,0
5143209,0
13517534,0
10801264,0
5341724,0
5960789,0
4291635,0
9460771,0
552570,0
459964,0
1715001,0
4664003,0
8121064,0
12698982,0
13478446,0
4071691,0
6088803,0
11973800,0
8424563,0
3539102,0
7198158,0
9799693,0
2160852,0
10549230,0
2555257,0
9342451,0
5679988,0
2680995,0
12236542,0
2664045,0
2808045,0
12102557,0
13822532,0
6994184,0
5250880,0
9814046,0
480489,0
2869393,0
9576377,0
6006144,0
11458064,0
343174,0
1741487,0
7936115,0
402950,0
11031162,0
13300871,0
8109569,0
9738985,0
12781249,0
10493725,0
10819920,0
2985503,0
1158944,0
5420616,0
7124189,0
9838530,0
9275892,0
13507465,0
116644,0
8454175,0
7666051,0
6072381,0
10625802,0
867818,0
10564880,0
7579373,0
11078869,0
9152546,0
6954415,0
13787413,0
8252555,0
10383671,0
13559542,0
13016591,0
3600694,0
9762992,0
12881105,0
7352031,0
1774418,0
1440988,0
12628977,0
11148779,0
11671007,0
12054863,0
8818876,0
6861921,0
13720940,0
6599402,0
9603519,0
6290294,0
2269914,0
5814520,0
1961067,0
8084590,0
13067950,0
1283195,0
4681006,0
7674773,0
6538421,0
8205754,0
9624809,0
11728735,0
7807940,0
9711156,0
13557884,0
1657257,0
1267673,0
5110141,0
7406295,0
6039407,0
3510611,0
12436301,0
5060881,0
5261241,0
5369308,0
10554508,0
4033744,0
8806252,0
7324129,0
1043440,0
4125626,0
12774979,0
13786826,0
4578412,0
10076717,0
12085362,0
13266751,0
11570252,0
8400125,0
9922461,0
10124406,0
10805272,0
10656352,0
12692527,0
11947692,0
12549824,0
8961790,0
9294070,0
3105408,0
9316087,0
9761410,0
13349579,0
774442,0
2171877,0
2903773,0
5576006,0
4440890,0
8188963,0
1043273,0
12124962,0
2637648,0
1082835,0
3015038,0
8929269,0
981338,0
5554113,0
3688948,0
5239481,0
7666253,0
9556888,0
12051108,0
4953232,0
10805700,0
10552991,0
2454003,0
3707471,0
10745627,1
6563747,0
11601200,0
13269005,0
1104860,0
13259395,0
7530923,0
9144072,0
12838595,0
7279896,0
10648734,0
5964159,0
5916118,0
12061927,0
13332867,0
1462307,0
6055606,0
10623480,0
10720688,0
11313584,0
9546124,0
1814188,0
8447343,0
11491317,0
9789602,0
12043371,0
2627935,0
885151,0
9652142,0
12699692,0
4155289,0
11762289,0
8992158,0
11063209,0
6976883,0
8247429,0
2400682,0
6522444,0
2794179,0
8637330,0
7828979,0
6317042,0
12384610,0
7758489,0
12602774,0
8932268,0
11618405,0
5982225,0
11317483,0
3894925,0
1699880,0
8411406,0
8755957,0
10005443,0
1665007,0
8365535,0
3470976,0
6440118,0
3370760,0
7170361,0
1200095,0
4203130,0
8217309,0
692710,0
3772700,0
7635896,0
8798652,0
4306362,0
370730,0
11862207,0
12329569,0
10349103,0
9510019,0
8602364,0
12836436,0
1119009,0
12993910,0
5724134,0
2036097,0
9206556,0
13754206,0
8440079,0
8122108,0
12672847,0
7990631,0
10543097,0
7830958,0
537434,0
8097973,0
12774968,0
3917031,0
2129324,0
3518485,0
10765532,0
8978821,0
10731200,0
10967808,0
7238324,0
290958,0
1977177,0
12807589,0
4099940,0
7821664,0
7527348,0
7292851,0
2981067,0
5863337,0
1833209,0
10747616,0
13229969,0
13475164,0
3761419,0
8428298,0
7930025,0
9532306,0
398751,0
7363150,0
11412779,0
595835,0
5096208,0
8212033,0
10703612,0
6541889,0
8178507,0
8654025,0
10614338,0
4856796,0
11736211,0
11737088,0
4711096,0
7519902,0
8138363,0
13214551,0
2263250,0
4024824,0
5249395,0
12768792,0
8321470,0
2975545,0
9742884,0
12297079,0
1545074,0
8294183,0
8503866,0
3942461,0
6931576,0
11611182,0
5880,0
2479780,0
4992443,0
11985956,0
9513476,0
4923247,0
12345896,0
8842104,0
1805391,0
7342259,0
6857895,0
11492898,0
9142452,0
256491,0
12169842,0
7145859,0
3850250,0
4622399,0
11750739,0
9796213,0
1986930,0
406553,0
6718392,0
1189120,0
2867687,0
9870261,0
2410245,0
4949241,0
9034902,0
5299236,0
12093191,0
11852851,0
10186369,0
7182574,0
2759630,0
8872751,0
10917549,0
8135770,0
11808697,0
9003504,0
591766,0
4362814,0
10861962,0
5760969,0
8261520,0
1134091,0
2010134,0
2174504,0
1405409,0
12795086,0
7135490,0
13897501,0
4387620,0
547651,0
10009719,0
8670867,0
13288592,0
4443124,0
4697979,0
10633709,0
11419043,0
12472666,0
10710350,0
6188703,0
11013972,0
1139241,0
11254232,0
11497965,0
11753909,0
2596283,0
6942752,0
9364243,0
3748657,0
5214770,0
13765504,0
4368149,0
1024543,0
3699930,0
3964017,0
3222258,0
3510545,0
10497625,0
7683101,0
217347,0
3061744,0
12360285,0
10920709,0
12673893,0
2784896,0
9120339,0
2417596,0
9171722,0
7831895,0
3355697,0
2682458,0
11608854,1
10138414,0
7859065,0
11939317,0
5639649,0
588794,0
11990379,0
548200,0
3421613,0
1338084,0
7135686,0
9169799,0
8266641,0
13409266,0
8007296,0
7421573,0
5647153,0
8628600,0
5551912,0
13352065,0
5892604,0
9959205,0
11162726,0
13611355,0
9557382,0
23061,0
710358,0
1204633,0
8330044,0
2062076,0
4811025,0
3488906,0
4516106,0
11476990,0
9523462,0
3303059,0
5249356,0
10676293,0
2342857,0
12990742,0
7988131,0
12263504,0
997287,0
5512596,0
5571905,0
10984757,0
1832307,0
13257688,0
1927926,0
11438933,0
10293727,0
8798620,0
2086148,0
4510852,0
10788761,0
8498562,0
5238806,0
10926042,0
1462396,0
1665318,0
8670417,0
6052510,0
13329693,0
12121025,0
5049619,0
10869179,0
1256010,0
13889792,0
6812471,0
2033417,0
9267047,0
11242074,0
13103020,0
10368844,0
3595663,0
6689524,0
11888106,0
48597,0
169193,0
3091019,0
2113050,0
9160874,0
1429594,0
10551821,0
8618149,0
9801386,0
221467,0
3858203,0
6821626,0
12552068,0
7895301,0
12239670,0
9933218,0
13435072,0
5406104,0
10875310,0
10137849,0
9460689,0
7744715,0
9897203,0
5183368,0
7069584,0
4424538,0
5974530,0
7491051,0
80284,0
10190766,0
6881085,0
12188063,0
10662906,0
568637,0
4606579,0
1687055,0
8169239,0
2079194,0
3407158,0
5429277,0
1446994,0
5474429,0
1818516,0
3843850,0
7490576,0
10445141,0
9049556,0
9067534,0
1314752,0
8263896,0
12602724,0
6959714,0
8224758,0
3906960,0
6674996,0
7837860,0
12049436,0
11642436,0
5688083,0
9312395,0
2805740,0
10329346,0
530386,0
3741725,0
11980940,0
12406248,0
9666777,0
13065033,0
1630458,0
1684052,0
2102554,0
3973059,0
1202746,0
218561,0
6714080,0
13926953,0
9234573,0
10361391,0
8541751,0
6572397,0
11846400,0
7869048,0
5073753,0
8915607,0
4831168,0
9885606,0
9204861,0
12802266,0
13659569,0
13508689,0
4068220,0
5329071,0
13058202,0
12717907,0
13834268,0
9757103,0
9115099,0
11884649,0
8040477,0
2148437,0
13531221,0
3580555,0
12653048,0
5047538,0
8756100,0
5180618,0
10816423,0
12725163,0
11801088,0
731097,0
12777229,0
6763336,0
10042949,0
9413231,0
12169619,0
3636153,0
11110959,0
9158736,0
4728060,0
13487199,0
8364638,0
10824420,0
1441703,0
12709258,0
4616338,0
8949487,0
4004132,0
12744435,0
9730579,0
4360334,0
9948015,0
730459,0
2512701,0
3156275,0
5503327,0
12544480,0
3659231,0
8847603,0
1067960,0
2982450,0
11827500,0
5858588,0
2668251,0
8394395,0
6149928,0
1462199,0
11383952,0
13897461,0
10940473,0
8232818,0
11071924,0
8668492,0
1223408,0
11968236,0
5072920,0
3549000,0
9780379,0
4482827,0
3122149,0
1385470,0
5585293,0
3101951,0
1906621,0
9521603,0
11364260,0
5299839,0
1837844,0
11026215,0
5421327,0
4100537,0
9723757,0
6439752,0
13582779,0
6719738,0
13076247,0
13717403,0
676394,0
1960106,0
3510743,0
7882834,0
2239169,0
9481086,0
9884612,0
4220803,0
3661576,0
2558370,0
10655316,0
10204636,0
10870755,0
6323854,0
2868007,0
6695075,0
6269145,0
241795,0
11922799,0
6928417,0
11272468,0
3197134,0
11227581,0
4255550,0
11106102,0
2160761,0
12077598,0
1690383,0
4267486,0
9377928,0
1732830,0
10481693,0
9064849,0
10730727,0
9684476,0
2557762,0
11582262,0
2322397,0
6270824,0
5851683,0
8835434,0
5144739,0
5750114,0
9787502,0
10394223,0
7035052,0
11591400,0
5093631,0
735322,0
11912233,0
5997874,0
7289811,0
6121798,0
2409068,0
6897264,0
3865348,0
592400,0
13573866,0
3864297,0
2676948,0
6698301,0
1992997,0
2153283,0
12785868,0
11735493,0
10931424,0
7693211,0
12793977,0
5288148,0
2550956,0
641596,0
7347302,0
13818758,0
2782878,0
444470,0
4349351,0
12127210,0
3271249,0
6938691,0
2073858,0
3289683,0
4843859,0
415011,0
11828333,0
12637111,0
13603710,0
3743453,0
2578352,0
3483486,0
12297612,0
7050410,0
794565,0
9954194,0
10303033,0
7733212,0
11818990,0
7889566,0
9419046,0
12585692,0
3039385,0
568600,0
2088346,0
4422752,0
1487195,0
5778534,0
11674555,0
11659354,0
4369597,0
9200671,0
8634409,0
9897004,0
9681903,0
12613055,0
9242388,0
9207106,0
979133,0
1701919,0
2647862,0
7079066,0
13719252,0
8988032,0
9682738,0
7203559,0
7925286,0
3378661,0
10921629,0
5164553,0
6281882,0
12940037,0
8443031,0
10506709,0
13661583,0
8382705,0
4297730,0
5913619,0
1698801,0
552621,0
11641160,0
11794459,0
10185199,0
9604645,0
9324988,0
5616904,0
2042627,0
5304097,0
78545,0
9575132,0
2706699,0
2408818,0
6881803,0
12150133,0
1500071,0
11847194,0
8716678,0
8198161,0
11295320,0
9281158,0
9980311,0
8830956,0
2250972,0
6093874,0
9641237,0
4726305,0
8103074,0
10929016,0
665798,0
6110675,0
1765818,0
12219114,0
2263771,0
37068,0
3300000,1
1618882,0
6290389,0
4907830,0
6794231,0
10801336,0
9019262,0
11970226,0
4130177,0
13701024,0
5334579,0
6970750,0
8981584,0
7157561,0
10756974,0
203077,0
7494445,0
1894753,0
4910362,0
12193977,0
5266419,0
2319785,0
2422804,0
12971138,0
3664275,0
5676940,0
11585008,0
6004607,0
9948158,0
3126844,0
1692555,1
3044130,0
13762311,0
10039853,0
6650534,0
9503665,0
4499854,0
2837121,0
5979944,0
13039439,0
6812081,0
12133094,0
12773741,0
12953854,0
3713350,0
3087768,0
12601355,0
6795118,0
5053161,0
3074233,0
4235108,0
11978960,0
3480175,0
3271402,0
1084280,0
3146535,0
2704882,0
445111,0
4998049,0
4241053,0
8982842,0
1709196,0
4347703,0
4622883,0
5641905,0
8347654,0
9560527,0
11867946,0
7458685,0
8402740,0
957383,0
792040,0
13845853,0
1107175,0
5653695,0
231821,0
13924858,0
10762774,0
4067948,0
18240,0
13118353,0
9390161,0
9345748,0
9413706,0
2754713,0
8208324,0
12179808,0
12126401,0
10787388,0
11911995,0
8456561,0
1998012,0
9102232,0
11447232,0
5138954,0
11927383,0
22138,0
867546,0
12883254,0
5530937,0
4837817,0
8929344,0
3949355,0
2725778,0
12871772,0
4633458,0
63267,0
9961715,0
2193690,0
168864,0
8946266,0
9110932,0
11973513,0
3450907,0
3716865,0
4012772,0
4972760,0
12860926,0
10984216,0
62455,0
9646047,0
2009908,0
12477972,0
10864465,0
7307241,0
7141878,0
9469850,0
1589955,0
8968718,0
10544726,0
13125577,0
2730602,0
7787370,0
2713656,0
12731489,0
8892002,0
12439923,0
9773586,0
4597280,0
5013887,0
9923311,0
7611609,0
12454771,0
5354860,0
291022,0
1331754,0
5892808,0
12927310,0
5670626,0
3081725,0
13764318,0
402108,0
1733535,0
5442018,0
1358207,0
8716290,0
8703153,0
6643332,0
12651686,0
6051579,0
8632978,0
1889523,0
7206146,0
560759,0
8525925,0
7258752,0
4677702,0
1344707,0
12557229,0
6413897,0
10581091,0
1911863,0
125953,0
13279145,0
54055,0
13783580,0
11612519,0
5384390,0
10969063,0
7386227,0
11616800,0
7517066,0
11216563,0
10388430,0
1122943,0
7677220,0
4521804,0
13952827,0
12816688,0
10657741,0
7810259,0
6166006,0
2233588,0
2624284,0
13277835,0
9710191,0
1121586,0
7128704,0
4803013,0
2101529,0
4958790,0
357788,1
5607368,0
1898306,0
3156616,0
338780,0
12971652,0
1853642,0
13119229,0
2991631,0
4263266,0
4472733,0
13978437,0
7946286,0
1421139,0
9393788,0
1572795,0
1830009,0
5763035,0
1274013,0
950780,0
1882788,0
3348896,0
8096346,0
11639647,0
4450762,0
1890643,0
7866301,0
287668,0
5174136,0
651842,0
8154662,0
12754537,0
1726537,0
387386,0
10526468,0
13550515,0
2390124,0
8167043,0
3797268,0
13545935,0
13772473,0
2375760,0
8930123,0
7363192,0
9693134,0
4482825,0
3350498,0
6138076,0
13919067,0
8463124,0
11130434,0
2246687,0
3211194,0
381361,0
4241783,0
1381093,0
7836708,0
1637823,0
6829112,0
5624444,0
7514800,0
12134314,0
3074193,0
10877259,0
10129842,0
7488588,0
11258286,0
8059512,0
10681897,0
8920838,0
4623534,0
238376,0
3207386,0
13503330,0
9887122,0
10683257,0
2079976,0
7971928,0
8749903,0
11096805,0
1847506,0
3220228,0
7068569,0
7276935,0
2160208,0
1005434,0
13644203,0
6343633,0
3791828,0
7603312,0
2445287,0
11408975,0
5270402,0
9148731,0
7961657,0
4039349,0
10614103,0
11708441,0
10121724,0
7128630,0
11991035,0
1908311,0
8232439,0
10321877,0
2714145,0
10109614,0
13583764,0
12513252,0
3459982,0
7804560,0
2546542,0
12816137,0
856710,0
7465669,0
13493440,0
558984,0
7200714,0
3702675,0
13411967,0
764340,0
9943961,0
9190415,0
13161762,0
5398295,0
8406000,0
8235447,0
5652425,0
5922748,0
6713324,0
5401348,0
3204551,0
5579007,0
6230460,0
11372043,0
8636425,0
6143836,0
3315422,0
1123810,0
2096010,0
7129763,0
2474243,0
11750745,0
9775199,0
11756813,0
1178834,0
12321324,0
5732865,0
958815,0
4320634,0
9195744,0
8510507,0
2687815,0
5198749,0
2123363,0
785460,0
1807710,0
4034286,0
8341374,0
8529262,0
3772671,0
2408580,0
8818781,0
10569941,0
5171357,0
9440760,0
1654970,0
11732927,0
3727129,0
12261835,0
12647672,0
13692857,0
9899068,0
2183349,0
10932124,0
4710949,0
3790796,0
2233211,0
12573279,0
5400674,0
425950,0
9854521,0
7135146,0
13339193,0
2450117,0
10640209,0
3962965,0
10421018,0
9273198,0
7550233,0
4169890,0
7731186,0
8631143,0
1308914,0
9311910,0
114670,0
1180770,0
11538370,0
12593639,0
8428808,0
7978678,0
10867963,0
12336102,0
5068184,0
5468141,0
8363144,0
9344006,0
4097221,0
7764247,0
13959501,0
9479715,0
6012465,0
9945066,0
10217343,0
9011173,0
3706474,0
13424873,0
7938098,0
5401633,0
4368348,0
8777025,0
8036294,0
3438846,0
8133524,0
5892089,0
8743138,0
2105944,0
11252540,0
4400868,0
12564136,0
10087570,0
2555570,0
9543349,0
6311092,0
3654699,0
5888450,0
13811236,0
10280086,0
11726195,0
13305404,0
8574572,0
10936589,0
722425,0
3758900,0
12140418,0
1009577,0
10236662,0
3079034,0
6287345,0
13096202,0
6575570,0
6396256,0
6416468,0
6936887,0
10360079,0
1637928,0
395781,0
5918639,0
6717648,0
10817563,0
9961655,0
12657470,0
10315120,0
3706299,0
2264718,0
11898641,0
1821852,0
3572543,0
988818,0
7183099,0
12587446,0
4311013,0
11740814,0
51108,0
6833900,0
6890099,0
6257098,0
8903451,0
13048025,0
11832110,0
8376464,0
11096400,0
6072346,0
8398645,0
7651009,0
10747100,0
9203715,0
13518318,0
10338974,0
5349534,0
1293646,0
2119055,0
3265165,0
3028585,0
9866786,0
4460367,0
11561861,0
1391174,0
10312232,0
9240431,0
10837613,0
11201819,0
353458,0
12880239,0
3578832,0
11885415,0
13130153,0
13111261,0
4067561,0
7659987,0
1644488,0
2841000,0
8955833,0
8389357,0
12747723,0
9919523,0
13082978,0
1807572,0
2552519,0
10585814,0
11294308,0
5260267,0
1130429,0
9183961,0
10859911,0
11926848,0
2043666,0
7761850,0
1040684,0
10065517,0
4124967,0
12946648,0
9747332,0
9388647,0
11916227,0
731669,0
1267599,0
8545256,0
13055156,0
2026159,0
1913800,0
12436771,0
9744118,0
13150757,0
6912131,0
5484214,0
1869170,0
4215804,0
6250171,0
2930774,0
7194291,0
3212572,0
12070481,0
2367822,0
10977071,0
2562813,0
9067739,0
2453432,0
7340020,0
5259286,0
4755690,0
4176320,0
8194876,0
10661953,0
364859,0
4697192,0
3262842,0
2029052,0
6199607,0
2591965,0
10915018,0
1232040,0
11196968,0
6514703,0
10066740,0
5053294,0
1727638,0
3151623,0
11774397,0
7813364,0
564573,0
7295444,0
12370721,0
9774605,0
6862161,0
11000114,0
8519055,0
12948678,0
208369,0
9634543,0
9837550,0
3714366,0
2926173,0
12689397,0
602014,0
10676006,0
7305856,0
12763244,0
11189426,0
13404976,0
5077864,0
6322986,0
6261823,0
9536295,0
854597,0
2434659,0
12196024,0
2363351,0
2080755,0
8254185,0
11726141,0
9948467,0
1949971,0
4131968,0
6633657,0
11780178,0
1852129,0
5690021,0
1146012,0
4287725,0
594124,0
5105787,0
12798810,0
13478653,0
11975298,0
5965622,0
3111818,0
3774774,0
2385369,0
6467986,0
3402382,0
1573098,0
1904993,0
11579293,0
11329979,0
7343184,0
11323409,0
8661426,0
4628150,0
343526,0
6030821,0
7779149,0
11784932,0
7332969,0
9077342,0
11633324,0
11340061,0
3628354,0
5724970,0
9261004,0
9584730,0
12387400,0
12854321,0
1598493,0
11749254,0
1965545,0
10263795,0
8008510,0
13838664,0
6899628,0
6602388,0
480951,0
10289641,0
3619796,0
8437975,0
3075711,0
9316281,0
7934950,0
4490443,0
12677069,0
5168616,0
5010859,0
3894592,0
4444022,0
6107719,0
9202545,0
9113984,0
474012,0
1608220,0
11328931,0
7811472,0
7853972,0
9683616,0
10679885,0
1978299,0
2434851,0
11198719,0
9431660,0
11875230,0
11094745,0
13118014,0
4926318,0
10026908,0
3451097,0
10742552,0
11324263,0
11984881,0
7559640,0
6179536,0
9224372,0
3509618,0
1752996,0
10899227,0
13452366,0
3326600,0
13668761,0
11806107,0
4962388,0
1176383,0
337731,0
4515913,0
2081515,0
10969950,0
12854616,0
824482,0
6561105,0
12442483,0
4425090,0
8158377,0
8687493,0
12402190,0
3454948,0
125298,0
1460232,0
9767501,0
3694933,0
5117779,0
12016055,0
480534,0
9171731,0
12955650,0
3261560,0
3418841,0
13236416,0
7276572,0
1612686,0
2382125,0
10030723,0
5747668,0
10624885,0
4073956,0
4509755,0
4702749,0
3908460,0
12948099,0
10019935,0
12211338,0
9668674,0
11553682,0
2892818,0
8395685,0
12875037,0
10989367,0
906943,0
9418826,0
5850398,0
7363333,0
7753628,0
1588856,0
6705074,0
9772056,0
8320008,0
7514665,0
8487423,0
3771402,0
1483562,0
3721557,0
2392889,0
4300775,0
858457,0
9598973,0
11146812,0
9082743,0
13453499,0
1961461,0
7970095,0
2371146,0
2065286,0
8309654,0
2796570,0
1984549,0
13492188,0
7054455,0
2071634,0
12991106,0
10951562,0
12938005,0
11133314,0
10504702,0
445761,0
9995829,0
2091510,0
11390271,0
8436324,0
6903457,0
7125166,0
6575448,0
2474495,0
4275311,0
12542514,0
950530,0
13032183,0
854098,0
9759693,0
12287501,0
6259484,0
7689207,0
3171029,0
1251937,0
3619051,0
6389886,0
9220035,0
2492237,0
13238098,0
10415704,0
7610375,0
11382970,0
2526742,0
3890779,0
11666796,0
6349666,0
10489715,0
8604020,0
3603255,0
8457987,0
7619651,0
8732236,0
4629011,0
8273262,0
12557367,0
10301129,0
13664747,0
790287,0
8012350,0
2041302,0
6761854,0
5377822,0
9483830,0
10859663,0
6921984,0
447008,0
6696300,0
12400484,0
7953063,0
10637875,0
951422,0
10503487,0
12684973,0
8888381,0
1555565,0
13031173,0
12827975,0
11720996,0
3431249,0
10933673,0
8920714,0
1125869,0
9315571,0
11795159,0
5213328,0
12227712,0
2428195,0
10428356,0
3528881,0
5524196,0
7341148,0
5231508,0
6095460,0
3443864,0
2823637,0
8386472,0
2323437,0
9802728,0
11593623,0
13412465,0
6094262,0
6983308,0
10658533,0
5017296,0
9085674,0
10162624,0
6732198,0
486907,0
12017013,0
2071963,0
5643985,0
10896792,0
7214165,0
13217924,0
13824332,0
347281,0
7174845,0
10914152,0
8427051,0
2240915,0
3420177,0
10015167,0
2894393,0
697664,0
13503662,0
8247659,0
12093850,0
4318781,0
2684035,0
654695,0
10672881,0
4514528,0
4192104,0
7564779,0
3604119,0
7246713,0
2457615,0
10369346,0
202060,0
5750890,0
5863983,0
10253371,0
13544384,0
9832485,0
7006895,0
7257864,0
10773703,0
10497860,0
13831481,0
2737488,0
5003848,0
13346840,0
7760668,0
5440769,0
12094626,0
2950035,0
11685642,0
2765427,0
8809428,0
4457973,0
11203745,0
10747933,0
3227050,0
13249176,0
7045764,0
10870904,0
10991276,0
2946473,0
6550811,0
3071294,0
6443449,0
6538097,0
6232030,0
10590595,0
3910190,0
9295032,0
47176,0
3279,0
10976009,0
3810473,0
1547876,0
11707187,0
2141487,0
1116642,0
928737,0
2417077,0
7212789,0
4127045,1
13018889,0
3222654,0
13487414,0
6696234,0
2297992,0
2922251,0
13950187,0
10801753,0
5369831,0
4091186,0
4173822,0
12363006,0
13537692,0
1361519,0
5963597,0
2261781,0
10840518,0
4632284,0
9706920,0
12285628,0
9680078,0
5306701,0
4447983,0
9678041,0
3791714,0
4386864,0
10842248,0
6069682,0
970620,0
13770973,0
11155382,0
1921698,0
2531089,0
538007,0
5754798,0
7260657,0
6119504,0
8726006,0
13034902,0
12597275,0
1646224,0
8016874,0
2410148,0
10319732,0
103890,0
13788150,0
6199159,0
2077880,0
2392041,0
7828171,0
4555717,0
2860032,0
8315575,0
5880557,0
13277572,0
4950474,0
4865581,0
129490,0
12405668,0
7801195,0
12039082,0
3571992,0
9588431,0
783579,0
13195850,0
5663733,0
10087039,0
12332802,0
11321048,0
188989,0
2756354,0
8400369,0
12134592,0
1042046,0
8291506,0
11016402,0
9454474,0
3275694,0
9902124,0
5164787,0
3932387,0
5542255,0
13250945,0
12669784,0
9110823,0
2121561,0
4257484,0
10061270,0
13291454,0
1173157,0
11359617,0
4434921,0
11333623,0
4742996,0
970216,0
7455045,0
12741872,0
2302564,0
254557,0
5996455,0
3499159,0
7773647,0
2175855,0
9555265,0
246205,0
5637650,0
6665234,0
2734390,0
9586588,0
10189908,0
9871486,0
5739045,0
6876855,0
8623560,0
9222856,0
4790514,0
12918316,0
5208606,0
3202276,0
8782103,0
2177181,0
8625370,0
4105458,0
4430246,0
11064434,0
11469996,0
10251848,0
6641523,0
1078286,0
12526312,0
349583,0
7376853,0
12589757,0
8422739,0
873781,0
12403534,0
7886498,0
7193624,0
8547726,0
5321838,0
6125877,0
3848806,0
13352898,0
13474173,0
8758611,0
12429993,0
9355478,0
10776575,0
8778481,0
12640527,0
2397763,0
9169840,0
7780799,0
13073691,0
11542197,0
8417456,0
2659880,0
13177631,0
11192329,0
9637574,0
1232731,0
11020944,0
3238216,0
5665493,0
6075887,0
13420204,0
10649588,0
2094341,0
7629202,0
5652885,0
12807837,0
11932525,0
3219198,0
10090222,0
3006232,0
8945902,0
11182265,0
5110507,0
328034,0
10201494,0
9603502,0
11258763,0
9303341,0
8601753,0
8520943,0
13884007,0
9556165,0
11301035,0
5889924,0
4394590,0
5617931,0
12276122,0
9060664,0
10265186,0
1152474,0
6035818,0
6537803,0
5265306,0
11182975,0
13826456,0
10204386,0
13490469,0
8382454,0
9868344,0
7577820,0
13223216,0
8128018,0
3384133,0
13425640,0
4957730,0
13858857,0
3661839,0
7963005,0
8437380,0
590973,0
3918238,0
13831477,0
10027096,0
1645976,0
6852088,0
6361509,0
5743494,0
2334432,0
8183378,0
13225737,0
10432944,0
4354519,0
9215200,0
6466248,0
5978562,0
11181125,0
2021239,0
6065878,0
11638173,0
12213658,0
13626742,0
807836,0
6970411,0
9702565,0
6724272,0
8821823,0
10190301,0
12104591,0
10779964,0
9738772,0
13622069,0
9623144,0
9061666,0
9337567,0
8264171,0
9056262,0
12020579,0
9743935,0
11892828,0
12768927,0
6917455,0
11422338,0
554922,0
13829144,0
9098650,0
9334531,0
5000164,0
10952742,0
4374967,0
10704827,0
7189293,0
5547267,0
803992,0
12265812,0
485942,0
8124634,0
4883912,0
12720414,0
2271591,0
11892583,0
8597730,0
3494139,0
3642180,0
13827294,0
12248533,0
7800146,0
9403416,0
13104565,0
13837229,0
12783788,0
5336173,0
8766541,0
13340716,0
798228,0
6383184,0
5444401,0
3316984,0
2564756,0
4245469,0
5598503,0
13737742,0
2936891,0
7462942,0
9356319,0
8276321,0
10304905,0
6642080,0
361447,0
9740884,0
5158125,0
7420172,0
348668,0
1984325,0
11591628,0
2499414,0
10951144,0
2921102,0
10056737,0
13216637,0
10782887,0
3910893,0
415729,0
5020727,0
587181,0
712792,0
4920434,0
13058800,0
7109718,0
1769972,0
13270680,0
43372,0
8377630,0
146040,0
13875681,0
2399861,0
12031655,0
4594268,0
12211470,0
8859760,0
11314506,0
5364516,0
10633392,0
8410003,0
1321571,0
10754604,0
3674275,0
7998481,0
3390607,0
10295378,0
3284157,0
13925316,0
5371887,0
1692317,0
242417,0
11650836,0
11777991,0
11561103,0
6682179,0
8948091,0
8069038,0
268678,0
542190,0
1349583,1
10659055,0
3028565,0
12463024,0
11758563,0
4665333,0
10469498,0
3690964,0
8908075,0
8138958,0
9171549,0
3508770,0
13345318,0
9633641,0
865950,0
4267854,0
4426215,0
7889432,0
7594601,0
4902556,0
289500,0
11552131,0
99268,0
11146562,0
6127934,0
5518463,0
1398345,0
589080,0
12294427,0
7098826,0
10548687,0
7388477,0
861194,0
10042051,0
1225296,0
7356077,0
12788363,0
2333521,0
3744159,0
2977538,0
13354887,0
4814233,0
12331949,0
11431375,0
3427671,0
2416044,0
10189492,0
1761880,0
3873158,0
4548430,0
7191635,0
176960,0
12763052,0
10991095,0
10343929,0
11806215,0
8792156,0
1568946,0
8564348,0
13875581,0
13337071,0
2918931,0
9100177,0
13736390,0
13528483,0
12861728,0
6971724,0
7199361,0
10827785,0
10108403,0
12708943,0
6669057,0
5119797,0
11062526,0
11769293,0
2977486,0
3609327,0
8714271,0
9944919,0
7160041,0
6744276,0
13731760,0
9413713,0
2738372,0
1949814,0
5813531,0
7738119,0
4270924,0
1261179,0
1702291,0
4383021,0
9994504,0
2828823,0
13226754,0
12259611,0
13227500,0
2110748,0
10073208,0
11552479,0
5190535,0
13719391,0
1470743,0
1531352,0
6340227,0
6282374,0
12854621,0
7962584,0
8359116,0
2212385,0
7041159,0
12769235,0
10743635,0
3694142,1
7564523,0
10139367,0
9196747,0
10082925,0
12298084,0
1274619,0
8836721,0
1386134,0
10141126,0
11969141,0
12719099,0
1915441,0
4336009,0
4686683,0
11120189,0
12020420,0
7746335,0
8996589,0
2760905,0
13040760,0
6775261,0
7490505,0
7313150,0
10856282,0
10107462,0
6117950,0
6759028,0
10129734,0
1421330,0
3470040,0
